Name,X,Y,S1,S2,S3,S4,S5,S6,Signal
88-11,326889.0,4.40544507e6,3.6342247068046254e-16,0.5667850689650893,0.022412814686473267,3.066505042951463e-16,0.28663181408874644,0.1604725345143031,F
B1,327745.53,4.40596877e6,3.6342247068046254e-16,3.094044894831024e-16,7.789869969119948e-17,3.066505042951463e-16,0.7804808398992538,0.31100911515914575,C
B2,327721.65,4.40609786e6,0.32867697232714294,3.094044894831024e-16,3.7857122831235804e-5,3.066505042951463e-16,0.633285600199713,0.3376665917648316,C
B3,327738.97,4.40619405e6,3.6342247068046254e-16,3.094044894831024e-16,7.789869969119948e-17,0.5999758790653374,0.5571087685274257,0.0032914029631592274,A
B4,327778.14,4.40639034e6,0.0019169077440716455,3.094044894831024e-16,0.499016632210341,0.6928077192045551,0.0003177939091423163,0.23851946439592364,D
B5,327713.81,4.40629808e6,3.6342247068046254e-16,0.5029934648482233,7.789869969119948e-17,0.9090324515252469,2.9682382912963133e-16,3.25161839954335e-16,A
B5A,327754.04,4.40637455e6,0.36783446200279896,0.0892616997136992,0.1342223907169446,0.7828927974072467,8.780185484668277e-15,0.22143277590094906,A
B6,327848.36,4.40636567e6,3.6342247068046254e-16,0.28423373935095836,7.789869969119948e-17,0.648079376730006,0.28987153291289036,0.25601188329100866,A
B7,327784.51,4.40629935e6,0.32897378565578145,0.3528992533641596,0.02327706009215461,0.6855950502260064,0.02180427077712804,0.23210717542360773,A
B8,327603.56,4.40643766e6,0.1342418187614157,3.094044894831024e-16,7.789869969119948e-17,3.066505042951463e-16,0.9218773838439499,3.25161839954335e-16,C
BCH-1,328398.2,4.40887416e6,0.3533535106729805,0.4280413860174195,7.789869969119948e-17,3.066505042951463e-16,2.9682382912963133e-16,0.7321547559266623,E
BCH-2,327732.14,4.40800628e6,0.6938437528207816,3.094044894831024e-16,7.789869969119948e-17,3.066505042951463e-16,2.8231693335316805e-7,0.8858301593819833,E
BCH-3,327126.74,4.40600409e6,3.6342247068046254e-16,0.5034464342131931,0.0163250036723817,3.066505042951463e-16,2.9682382912963133e-16,1.0,E
EE-1,327575.0,4.40640489e6,3.6342247068046254e-16,3.094044894831024e-16,7.789869969119948e-17,3.066505042951463e-16,1.0,3.25161839954335e-16,C
MG-1(SP-1),328194.09,4.4071925e6,0.42667260783169003,0.3275917912964161,7.789869969119948e-17,0.7158519308437089,2.9682382912963133e-16,0.30888569950172623,A
MG-2(SP-2),328128.08,4.4076273e6,1.0,0.4918753410984749,7.789869969119948e-17,0.08088800875986009,2.9682382912963133e-16,3.25161839954335e-16,B
MGI-1,327853.91,4.40678619e6,9.37903671708804e-16,3.094044894831024e-16,0.7136253717643374,0.3468216689520877,4.992860756688642e-8,0.5768602492496918,D
MGI-2,327994.35,4.40709171e6,0.339403713041374,0.49614675109757395,0.00318167697543361,0.7192516268869186,2.2858548593022885e-6,0.4429916068124666,A
