,hpro:0.000,hpro:0.750,hpro:1.500,hpro:2.250,hpro:3.000,hpro:3.750,hpro:4.500,hpro:5.250,hpro:6.000,hpro:6.750,hpro:7.500,hpro:8.250,hpro:9.000,hpro:9.750,hpro:10.500,hpro:11.250,hpro:12.000,hpro:12.750,hpro:13.500,hpro:14.250,hpro:15.000,hpro:15.750,hpro:16.500,hpro:17.250,hpro:18.000,hpro:18.750,hpro:19.500,hpro:20.250,hpro:21.000,hpro:21.750,hpro:22.500,hpro:23.250,hpro:24.000,hpro:24.750,hpro:25.500,hpro:26.250,hpro:27.000,hpro:27.750,hpro:28.500,hpro:29.250
3549,879.507,879.507,879.507,879.507,879.507,879.507,879.507,879.507,879.507,879.506,879.506,879.506,879.506,879.506,879.506,879.506,879.506,879.506,879.506,879.506,879.506,879.506,879.506,879.506,879.506,879.506,879.505,879.505,879.505,879.505,879.505,879.505,879.505,879.505,879.505,879.505,879.505,879.505,879.505,879.505
3550,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.508,879.2,878.068,879.468,879.388,879.259,879.075,878.837,878.547
3551,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.502,879.416,879.141,878.643,877.533,873.9,868.875,858.019,834.591,823.289,814.669,806.326,805.175,803.568,798.607
3552,817.674,817.642,703.174,654.951,623.443,586.369,560.064,538.628,520.685,506.455,492.533,481.895,471.631,462.717,454.65,447.352,440.727,434.591,428.928,423.593,418.717,414.164,409.898,405.888,402.111,398.712,395.316,392.102,389.048,386.142,383.372,380.728,378.199,375.779,373.065,371.233,368.708,367.036,364.705,362.782
3553,879.505,879.505,879.505,879.505,879.505,879.505,879.505,879.505,879.505,879.505,879.505,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504,879.504
3554,879.522,879.522,879.522,879.522,879.522,879.522,879.522,879.522,879.522,879.522,879.522,879.522,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521,879.521
3555,879.519,879.519,879.519,879.519,879.519,879.519,879.519,879.519,879.519,879.519,878.651,879.174,877.316,855.205,839.67,835.71,826.552,821.837,816.461,810.437,807.095,802.593,799.112,794.594,790.719,787.158,783.737,780.481,777.369,774.393,771.541,768.806,766.179,762.677,761.243,758.178,755.476,753.701,751.266,749.594
3556,879.546,879.546,879.546,879.546,879.546,879.546,879.546,879.546,879.546,879.545,879.545,879.544,879.544,879.544,879.543,879.543,879.543,879.543,879.542,879.542,879.542,879.542,879.542,879.542,879.541,879.541,879.541,879.541,879.541,879.541,879.541,879.54,879.54,879.54,879.54,879.54,879.54,879.54,879.54,879.54
3557,879.539,879.539,879.539,879.539,879.539,879.539,879.539,879.539,879.539,879.539,879.538,879.538,879.537,879.537,879.537,879.537,879.536,879.536,879.536,879.536,879.536,879.535,879.535,879.535,879.535,879.535,879.535,879.535,879.535,879.534,879.534,879.534,879.534,879.534,879.534,879.534,879.534,879.534,879.534,879.533
3558,879.546,879.546,879.546,879.546,879.546,879.546,879.546,879.546,879.546,879.546,879.546,879.545,879.545,879.544,879.544,879.544,879.544,879.543,879.543,879.543,879.543,879.543,879.542,879.542,879.542,879.542,879.542,879.542,879.542,879.541,879.541,879.541,879.541,879.541,879.541,879.541,879.541,879.541,879.54,879.54
3559,879.52,879.52,879.52,879.52,879.52,879.52,879.52,879.519,878.286,869.962,854.463,825.937,809.858,797.943,784.985,775.61,763.941,754.619,746.072,738.182,731.108,724.106,717.463,712.201,706.079,700.341,694.87,689.656,684.676,679.913,675.041,670.697,666.491,662.444,658.549,654.797,651.179,647.687,644.313,641.049
3560,879.522,879.522,879.522,879.522,879.522,879.522,879.522,879.522,879.522,879.522,879.522,878.521,871.803,861.519,839.48,825.211,814.868,805.289,795.197,788.262,778.91,771.566,764.632,758.213,752.373,746.577,740.997,735.67,731.534,726.51,721.775,717.216,712.835,708.619,704.557,700.408,696.681,693.023,689.478,686.048
3561,793.86,793.694,683.108,636.349,608.492,589.935,574.462,562.281,552.311,543.942,535.446,529.345,524.038,519.303,515.039,511.172,507.645,504.409,501.426,498.665,496.099,493.707,491.469,489.369,487.394,485.531,483.771,482.104,480.522,479.018,477.586,476.221,474.916,473.669,472.474,471.329,470.229,469.172,468.155,467.176
3562,856.062,856.062,856.062,825.713,768.875,737.877,715.281,695.545,680.318,667.803,657.386,647.19,638.192,630.132,622.856,616.24,610.188,603.036,597.883,593.312,588.87,584.813,581.014,577.437,574.059,570.863,567.833,564.954,562.214,559.602,557.109,554.725,552.443,550.256,548.156,546.139,544.199,542.331,540.531,538.794
3563,808.147,807.99,697.205,649.735,620.279,600.539,585.137,572.386,561.951,553.181,545.666,537.867,532.203,527.229,522.752,518.688,514.978,511.572,508.431,505.522,502.818,500.294,497.933,495.717,493.632,491.665,489.805,488.043,486.371,484.781,483.267,481.823,480.443,479.123,477.858,476.645,475.481,474.362,473.285,472.248
3564,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067,856.067
3565,856.062,856.062,856.062,856.062,856.062,844.944,815.908,786.748,767.664,753.87,739.3,726.015,715.874,706.249,698.433,690.427,682.802,675.903,669.497,663.54,657.977,652.765,647.868,641.774,637.419,633.293,629.377,625.832,622.216,618.893,615.738,612.72,609.825,607.046,604.375,601.804,599.328,596.94,594.635,592.41
3566,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,853.635,846.733,837.689,827.717,817.864,804.489,795.009,789.857,783.577,777.402,769.868,764.804,759.588,754.621,749.866,746.117,740.9,737.526,733.388,729.475,725.693,722.052,718.538,715.146,711.505,708.364
3567,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,854.14,853.473,849.748,845.09,839.824,834.188,828.354,829.405,815.445,805.027,801.225,796.673,792.526,788.607,785.329,781.571,778.083
3568,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069,856.069
3569,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063
3570,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063
3571,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065
3572,661.024,660.404,566.32,535.761,516.875,504.115,493.56,486.451,480.682,475.85,471.723,468.144,465.001,462.212,459.714,457.459,455.411,453.539,451.819,450.232,448.761,447.392,446.115,444.919,443.796,442.739,441.742,440.799,439.905,439.056,438.25,437.481,436.747,436.047,435.376,434.734,434.118,433.526,432.958,432.41
3573,856.058,856.058,856.058,854.854,807.158,775.228,750.762,731.161,714.852,700.681,689.488,679.362,669.854,661.356,653.663,646.655,640.232,634.315,628.839,622.476,618.201,613.343,609.183,605.329,601.698,598.262,595.002,591.904,588.953,586.139,583.452,580.881,578.418,576.056,573.788,571.608,569.51,567.49,565.541,563.661
3574,856.058,856.058,856.058,841.518,779.127,748.017,725.619,706.362,691.559,679.358,668.388,658.281,649.338,641.314,634.06,627.457,621.409,614.269,609.376,604.572,600.201,596.123,592.294,588.688,585.282,582.059,579.003,576.099,573.335,570.701,568.185,565.779,563.475,561.267,559.147,557.11,555.15,553.263,551.444,549.689
3575,789.629,789.392,680.953,635.159,607.717,589.293,574.24,562.365,552.639,544.473,536.322,530.35,525.146,520.505,516.327,512.541,509.087,505.92,503.001,500.299,497.789,495.449,493.259,491.205,489.273,487.451,485.729,484.099,482.551,481.08,479.68,478.344,477.067,475.847,474.678,473.557,472.481,471.447,470.452,469.494
3576,856.062,856.062,856.062,856.062,856.062,856.062,848.853,825.876,796.117,779.566,765.204,752.486,740.124,728.519,720.251,711.787,705.03,697.604,690.809,684.471,678.55,673.0,667.781,662.861,658.212,653.324,649.139,645.177,640.319,637.782,633.411,630.073,626.96,623.987,621.131,618.381,615.731,613.174,610.705,608.32
3577,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.073,856.072,856.072,856.072,856.072,856.072,856.072,856.072,856.072
3578,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064,856.064
3579,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,856.062,854.394,845.508,833.16,812.396,801.549,791.428,784.123,776.132,769.036,760.373,753.672,748.17,742.424,736.946,732.67,727.548,722.782,718.209,713.844,709.664,705.658,701.813,698.118,694.139,690.713,687.414,684.233,681.161,678.192
3580,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07,856.07
3581,856.062,856.062,856.062,830.304,776.449,744.822,722.195,703.137,686.675,674.04,663.478,653.082,643.91,635.69,628.267,621.514,615.335,608.065,602.792,597.9,593.473,589.343,585.465,581.811,578.359,575.092,571.994,569.049,566.247,563.575,561.024,558.584,556.248,554.008,551.859,549.793,547.806,545.892,544.048,542.269
3582,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065
3583,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065,856.065
3584,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063,856.063
3585,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068,856.068
3586,877.223,877.223,826.544,770.298,734.352,706.766,686.677,671.821,658.88,647.152,637.066,628.229,620.396,613.383,605.963,599.376,594.231,589.563,585.242,581.221,577.464,573.945,570.638,567.522,564.58,561.795,559.154,556.644,554.255,551.977,549.802,547.722,545.729,543.819,541.985,540.222,538.526,536.892,535.317,533.798
3587,396.712,395.512,369.17,363.062,359.839,357.663,356.061,354.817,353.811,352.977,352.269,351.658,351.124,350.651,350.229,349.849,349.504,349.19,348.901,348.635,348.389,348.16,347.946,347.746,347.558,347.382,347.215,347.058,346.908,346.767,346.632,346.504,346.381,346.264,346.152,346.045,345.942,345.844,345.749,345.657
3588,873.156,873.058,769.756,718.335,683.276,660.083,643.21,629.036,616.633,606.166,597.146,587.969,581.109,574.143,568.684,563.766,559.259,555.105,551.258,547.682,544.345,541.223,538.292,535.533,532.93,530.469,528.136,525.921,523.814,521.807,519.891,518.06,516.307,514.627,513.016,511.467,509.979,508.545,507.164,505.831
3589,421.49,421.095,407.625,404.641,403.039,401.965,401.178,400.567,400.075,399.667,399.322,399.024,398.764,398.534,398.328,398.144,397.976,397.824,397.684,397.555,397.435,397.324,397.221,397.124,397.034,396.948,396.868,396.792,396.72,396.651,396.586,396.525,396.466,396.409,396.355,396.304,396.254,396.207,396.161,396.117
3590,403.327,403.085,377.478,370.234,365.958,363.404,361.511,360.031,358.832,357.835,356.988,356.257,355.617,355.05,354.545,354.089,353.676,353.3,352.954,352.636,352.341,352.067,351.812,351.573,351.349,351.138,350.94,350.752,350.574,350.405,350.245,350.092,349.947,349.808,349.675,349.548,349.426,349.308,349.196,349.088
3591,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.233,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232
3592,877.23,877.23,856.504,825.923,803.804,788.871,775.176,765.393,757.278,750.547,744.488,739.178,734.47,730.254,726.449,722.989,719.831,716.931,714.208,711.724,709.382,707.218,705.204,703.307,701.507,699.806,698.196,696.67,695.219,693.838,692.521,691.263,690.06,688.909,687.804,686.745,685.722,684.743,683.799,682.89
3593,767.001,766.97,734.896,713.076,699.33,689.971,682.236,676.302,671.419,665.965,659.862,653.328,644.68,639.203,633.333,629.363,624.004,618.188,613.859,609.7,605.783,602.078,598.565,595.228,592.052,589.024,585.947,582.137,580.569,578.769,575.814,573.978,571.648,569.462,567.351,565.314,563.347,561.446,559.162,557.396
3594,827.104,827.083,755.235,711.576,684.337,665.793,651.464,640.766,631.053,622.959,616.013,609.955,604.607,598.976,594.739,590.947,588.005,584.765,581.778,579.012,576.442,574.043,571.799,569.693,567.711,565.841,564.073,562.398,560.809,558.507,555.789,553.4,551.201,549.138,547.184,545.306,543.512,541.539,540.086,538.388
3595,848.202,848.209,764.52,720.612,692.913,673.838,660.102,648.116,637.904,629.691,622.627,616.462,611.015,606.147,599.003,593.667,588.32,583.436,578.31,574.058,570.092,566.346,562.795,559.42,556.206,553.14,550.748,547.893,545.175,542.567,540.061,537.652,535.332,533.097,530.94,528.858,526.431,524.711,522.877,521.066
3596,727.533,727.401,675.493,655.692,643.987,636.202,630.27,622.298,613.428,605.977,599.59,593.837,588.935,584.419,580.449,578.472,575.0,571.902,568.28,565.591,563.099,560.77,558.585,556.53,554.593,552.763,551.029,549.384,547.821,546.332,544.912,543.556,542.259,541.016,539.825,538.681,537.582,536.524,535.505,534.524
3597,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302
3598,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226
3599,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.225,877.182,876.973,876.501,875.761,870.6,864.075,862.234,860.564,856.288,856.042,855.772,854.353,851.408,851.507,848.94,847.21,844.756,842.004,839.061,836.011,832.919,829.831,826.782
3600,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.229,877.229,877.229,877.229,877.229,877.229,877.229,877.229,877.229
3601,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235
3602,877.226,877.226,877.226,868.669,851.963,842.041,837.88,832.239,826.626,822.8,817.085,807.817,796.012,782.024,773.864,766.314,758.686,751.579,746.403,740.899,735.774,731.549,726.891,722.564,718.448,714.539,710.86,707.352,704.009,700.817,697.764,694.841,691.338,688.52,685.945,683.487,681.121,678.839,676.635,674.505
3603,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.23,877.229,877.229,877.229,877.229,877.229,877.229,877.229,877.229,877.229
3604,877.229,877.229,877.229,877.229,876.588,859.511,852.143,844.841,831.188,822.645,814.609,806.48,801.468,796.092,790.81,786.923,782.641,778.42,772.913,769.351,766.121,763.109,760.276,757.601,755.069,752.332,749.954,747.65,745.582,744.094,742.518,740.697,738.952,737.277,735.667,734.119,732.629,731.192,729.806,728.468
3605,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.232,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231,877.231
3606,853.476,853.361,842.156,838.539,835.955,834.553,833.507,831.99,831.806,827.88,824.013,821.945,820.109,812.22,809.999,807.516,805.079,802.539,800.297,799.097,797.365,795.527,794.008,792.577,791.263,789.973,788.748,787.581,786.469,785.406,784.389,783.415,782.433,781.519,780.651,779.818,779.016,778.244,777.498,776.778
3607,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,877.225,875.503,877.193,877.11,876.958,876.73,876.419,876.025
3608,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.236,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235,877.235
3609,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.227,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226,877.226
3610,717.27,717.079,654.042,633.449,621.577,613.495,607.538,602.879,599.105,595.964,593.293,590.991,588.982,587.192,585.167,581.304,576.065,572.193,568.19,562.493,559.249,556.38,553.713,551.205,548.837,546.594,545.297,543.22,541.241,539.35,537.542,535.808,534.114,530.979,528.822,527.335,525.517,523.973,522.482,521.229
3611,518.112,516.604,434.964,410.602,397.172,387.528,381.132,376.132,372.076,368.698,365.827,363.345,361.172,359.249,357.529,355.98,354.575,353.292,352.116,351.03,350.026,349.092,348.221,347.405,346.641,345.921,345.242,344.601,343.993,343.417,342.868,342.346,341.848,341.372,340.917,340.481,340.063,339.662,339.276,338.905
3612,488.695,487.288,414.307,393.734,381.626,374.335,368.93,364.707,361.285,358.439,356.021,353.934,352.106,350.49,349.045,347.744,346.564,345.488,344.5,343.589,342.746,341.963,341.232,340.549,339.907,339.304,338.735,338.198,337.688,337.205,336.745,336.308,335.891,335.492,335.111,334.746,334.396,334.059,333.736,333.425
3613,469.874,468.576,401.544,383.315,372.667,366.182,361.383,357.637,354.606,352.087,349.947,348.101,346.486,345.057,343.78,342.631,341.588,340.638,339.765,338.961,338.217,337.526,336.881,336.277,335.712,335.179,334.677,334.203,333.753,333.327,332.922,332.536,332.167,331.816,331.48,331.158,330.849,330.552,330.267,329.993
3614,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.05,877.329,877.329,877.329
3615,877.324,877.324,877.324,877.324,877.324,877.324,877.324,877.324,877.324,877.324,877.324,877.324,877.324,877.324,877.324,877.324,877.324,877.324,877.324,877.324,877.324,877.324,877.323,877.323,877.323,877.323,877.323,877.323,877.323,877.323,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322
3616,877.291,877.291,877.291,877.291,877.291,877.291,877.291,877.222,874.446,832.055,804.824,788.509,773.892,763.952,751.735,737.835,728.568,720.583,711.984,703.974,695.393,690.057,683.391,677.142,671.221,665.607,660.272,655.193,650.083,645.485,641.073,636.844,632.788,628.892,624.043,621.548,617.036,613.605,610.39,607.303
3617,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.303,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.302,877.301,877.301,877.301,877.301
3618,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.308,877.308,877.308,877.308,877.308,877.308,877.308,877.308,877.308,877.308,877.307,877.307,877.307,877.307,877.307,877.307,877.307,877.307,877.307,877.307,877.307,877.307,877.307,877.307
3619,877.291,877.291,877.291,877.291,877.291,876.956,867.356,803.388,778.026,758.752,744.507,728.279,713.859,703.436,692.642,682.794,674.541,666.084,658.311,651.064,644.291,637.94,631.969,626.097,620.809,615.782,611.009,606.469,600.92,598.025,592.964,589.142,585.565,582.147,578.863,575.704,572.66,569.726,566.894,564.158
3620,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.298,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297
3621,707.22,694.303,603.004,569.382,547.96,533.246,522.224,512.542,505.617,499.803,494.803,490.438,486.581,483.138,480.038,477.226,474.659,472.302,470.128,468.113,466.238,464.487,462.848,461.307,459.855,458.484,457.187,455.956,454.786,453.672,452.61,451.595,450.625,449.695,448.803,447.946,447.122,446.33,445.566,444.829
3622,564.167,552.908,478.892,455.324,442.063,432.445,425.967,420.863,416.694,413.2,410.213,407.618,405.335,403.304,401.482,399.833,398.332,396.956,395.69,394.518,393.43,392.415,391.466,390.575,389.737,388.947,388.199,387.49,386.818,386.178,385.568,384.986,384.429,383.897,383.386,382.896,382.425,381.972,381.536,381.115
3623,877.31,877.31,837.791,798.701,770.466,750.249,734.906,721.643,712.634,703.563,695.674,688.71,682.494,676.896,670.885,666.22,662.03,658.164,654.573,651.222,648.086,645.14,642.366,639.747,637.268,634.917,632.682,630.554,628.524,626.584,624.728,622.95,621.243,619.604,618.027,616.509,615.045,613.633,612.269,610.951
3624,614.35,601.65,518.878,491.971,475.872,463.939,456.074,449.863,444.774,440.498,436.837,433.651,430.845,428.346,426.101,424.069,422.217,420.52,418.955,417.508,416.162,414.908,413.733,412.631,411.593,410.614,409.687,408.809,407.976,407.182,406.426,405.704,405.013,404.352,403.718,403.11,402.525,401.962,401.42,400.898
3625,405.424,399.808,365.133,356.392,351.738,348.565,346.212,344.372,342.878,341.632,340.57,339.65,338.843,338.126,337.484,336.904,336.377,335.894,335.45,335.04,334.659,334.305,333.973,333.662,333.37,333.094,332.833,332.587,332.352,332.13,331.918,331.715,331.522,331.337,331.159,330.989,330.826,330.668,330.517,330.371
3626,821.792,821.76,686.787,629.6,593.094,568.158,549.954,534.412,521.679,510.969,501.714,492.242,485.368,479.28,473.797,468.822,464.28,460.11,456.265,452.704,449.394,446.305,443.414,440.701,438.148,435.74,433.463,431.306,429.259,427.312,425.458,423.689,421.999,420.383,418.834,417.349,415.923,414.552,413.233,411.962
3627,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294,877.294
3628,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.309,877.308,877.308,877.308,877.308,877.308,877.308,877.308,877.308,877.308,877.308,877.308,877.308,877.308,877.308,877.308,877.308
3629,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.322,877.321,877.321,877.321,877.321,877.321,877.321,877.321,877.321,877.321,877.32,877.32,877.32,877.32,877.32,877.32,877.32,877.32
3630,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.297,877.296,877.296
3631,787.454,786.862,658.305,604.074,571.741,550.086,532.395,518.449,507.036,497.812,487.802,480.864,474.775,469.341,464.45,460.015,455.97,452.26,448.84,445.675,442.734,439.991,437.425,435.018,432.753,430.617,428.598,426.686,424.872,423.147,421.504,419.937,418.44,417.008,415.637,414.322,413.059,411.845,410.678,409.553
