Name,X,Y,S1,S2,S3,S4,S5,S6,Cluster
47C-1,327746.25,4.4073085e6,6.538497035277874e-5,4.081808417058741e-16,4.641090200925287e-16,3.144328481273667e-16,0.9727079824177736,0.43584555357308224,D
48A-1,327704.9,4.40718065e6,5.47214127645592e-16,4.081808417058741e-16,4.641090200925287e-16,0.060033082031928704,1.0,0.6318826645919673,D
55-1,328014.47,4.40772054e6,0.5402463087407627,0.17458864052566728,0.23900940548435182,0.39458287904708045,0.3621828790106293,0.08778931506269305,B
56-1,327963.43,4.40755491e6,0.5889483403480098,4.081808417058741e-16,1.7408203678610643e-5,0.5805252981991523,0.4342893940098434,5.3948721395688615e-11,B
56A-1,327859.51,4.40755578e6,5.47214127645592e-16,4.081808417058741e-16,0.5012528390094915,3.144328481273667e-16,0.6303909872589255,0.5343332547909605,D
56B-1,327891.35,4.40745289e6,5.47214127645592e-16,4.081808417058741e-16,4.641090200925287e-16,0.5726011393525156,0.7359955673172343,0.059889453470517724,B
57-1,327931.46,4.40741438e6,0.6449976056485971,4.081808417058741e-16,4.641090200925287e-16,0.4722382348738971,0.45598043124910076,0.21179499396609744,B
64-1,328156.6,4.40795433e6,0.7775342504249969,4.081808417058741e-16,0.31032329130644387,0.4239462511009388,3.7909638036489264e-16,3.982630228975079e-16,C
68A-1,328229.72,4.40707921e6,0.41530908503220254,0.5201675581132491,4.641090200925287e-16,0.5349813617894871,3.7909638036489264e-16,0.26020261082429114,A
68B-1,328065.7,4.40706164e6,0.7531582198271821,0.7420345007387869,9.01023193176555e-6,0.161976461332389,3.7909638036489264e-16,0.542681479075573,A
77-1,328214.13,4.40718169e6,0.4760558742879112,0.7071473832428765,0.2884485389958723,3.144328481273667e-16,0.49460901031599863,3.982630228975079e-16,A
81-1,328567.28,4.40851194e6,0.9290049234226366,4.081808417058741e-16,2.3398034092034825e-8,1.5508264380667924e-6,0.3426648470670134,0.2473505017416307,C
81-11,326859.34,4.4069495e6,5.47214127645592e-16,4.081808417058741e-16,4.641090200925287e-16,0.20061168722676648,0.4558580662644547,0.4304198581404884,D
81A-1,328598.76,4.40855648e6,0.938294757841029,4.081808417058741e-16,7.060121847213572e-12,9.461247328872861e-6,0.34737943313174086,0.18028357527604935,C
81B-1,328528.63,4.40843124e6,0.7783715067971408,0.11764345264854997,0.5492950234412626,3.785485297262337e-9,0.02105138875269657,0.24067508932451637,C
82A-11,326907.12,4.40670723e6,5.47214127645592e-16,4.081808417058741e-16,1.0,3.144328481273667e-16,3.7909638036489264e-16,3.982630228975079e-16,E
82A-11-RD1,326907.12,4.40670723e6,5.47214127645592e-16,4.081808417058741e-16,1.0,3.144328481273667e-16,3.7909638036489264e-16,3.982630228975079e-16,E
82A-11-RD2,326907.12,4.40670723e6,5.47214127645592e-16,4.081808417058741e-16,1.0,3.144328481273667e-16,3.7909638036489264e-16,3.982630228975079e-16,E
82A-11-RD3,326907.12,4.40670723e6,5.47214127645592e-16,4.081808417058741e-16,1.0,3.144328481273667e-16,3.7909638036489264e-16,3.982630228975079e-16,E
88-11,326889.0,4.40544507e6,0.2542490975265458,4.081808417058741e-16,0.541901832539829,3.144328481273667e-16,0.31200717470290673,0.14915584593945885,E
B1,327745.53,4.40596877e6,5.47214127645592e-16,4.081808417058741e-16,4.641090200925287e-16,0.3584405288562689,0.52410917297971,0.38732503259882034,D
B2,327721.65,4.40609786e6,0.008969221625076764,4.081808417058741e-16,5.375800594822696e-7,1.0,0.1489405010066756,0.023741516089398472,B
B3,327738.97,4.40619405e6,5.47214127645592e-16,0.592535284505169,4.641090200925287e-16,0.27115771746485584,0.5514907200009748,0.010343959909175584,A
B4,327778.14,4.40639034e6,0.5296869503332631,0.5518606276166742,4.641090200925287e-16,0.21587492381767404,0.22046358485644957,0.2552656608377193,A
B5,327713.81,4.40629808e6,0.6215562310459418,0.6587811836221517,0.4797060685963167,3.144328481273667e-16,3.7909638036489264e-16,3.982630228975079e-16,A
B5A,327754.04,4.40637455e6,0.529932430232002,0.6666472237549966,2.4888829410179255e-8,0.20861524391406652,0.18602609978637738,0.23548302579347824,A
B6,327848.36,4.40636567e6,5.47214127645592e-16,0.6558163364669529,0.4614684992348524,0.21277143512015484,0.13159588242134376,0.2304279514818437,A
B7,327784.51,4.40629935e6,0.5390748163734926,0.6562277737696199,0.32520945995807105,0.10626723900600177,0.06487864714221254,0.20347010193561846,A
B8,327603.56,4.40643766e6,5.47214127645592e-16,4.081808417058741e-16,4.641090200925287e-16,0.6992589328076656,0.3704636588511768,3.982630228975079e-16,B
BCH-1,328398.2,4.40887416e6,0.5828945518658136,4.081808417058741e-16,0.33220036190755864,3.144328481273667e-16,3.7909638036489264e-16,0.5284693726527225,F
BCH-2,327732.14,4.40800628e6,5.47214127645592e-16,4.081808417058741e-16,4.641090200925287e-16,0.6109628380137063,3.7909638036489264e-16,0.6014857986686428,B
BCH-3,327126.74,4.40600409e6,5.47214127645592e-16,0.06388989445758546,0.4436495291841728,3.144328481273667e-16,3.7909638036489264e-16,1.0,F
EE-1,327575.0,4.40640489e6,5.47214127645592e-16,4.081808417058741e-16,4.641090200925287e-16,0.7139832252431887,0.3396926575571225,3.982630228975079e-16,B
MG-1(SP-1),328194.09,4.4071925e6,5.47214127645592e-16,1.0,0.3397349191193725,0.38530843114271973,3.7909638036489264e-16,3.982630228975079e-16,A
MG-2(SP-2),328128.08,4.4076273e6,1.0,3.503508795818196e-7,0.255031935597464,0.4052837275799269,3.7909638036489264e-16,3.982630228975079e-16,C
MGI-1,327853.91,4.40678619e6,0.6949192218450673,0.28910432599202224,7.03944382669713e-10,0.5349014933085076,0.00911412908756609,0.22013611680491538,B
MGI-2,327994.35,4.40709171e6,0.6307744081972833,0.6473692592286218,0.4874572296405506,0.02985812191626508,0.004925610582195172,0.5126288550977219,A
